id,temp_range,head,head_image,head_color,head_material,head_style,head_vector,outerwear,outerwear_image,outerwear_color,outerwear_material,outerwear_style,outerwear_vector,top,top_image,top_color,top_material,top_style,top_vector,bottom,bottom_image,bottom_color,bottom_material,bottom_style,bottom_vector,shoes,shoes_image,shoes_color,shoes_material,shoes_style,shoes_vector,general_vector
2590,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Black Graphic Tee,black_graphic_tee.png,black,cotton,punk,tops_vector_46,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_29_tops_vector_46_bottoms_vector_68_shoes_vector_86
2591,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Black Graphic Tee,black_graphic_tee.png,black,cotton,punk,tops_vector_46,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_29_tops_vector_46_bottoms_vector_68_shoes_vector_87
2592,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Black Graphic Tee,black_graphic_tee.png,black,cotton,punk,tops_vector_46,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_29_tops_vector_46_bottoms_vector_68_shoes_vector_88
2593,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_65_shoes_vector_85
2594,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_65_shoes_vector_86
2595,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_65_shoes_vector_87
2596,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_65_shoes_vector_88
2597,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_66_shoes_vector_85
2598,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_66_shoes_vector_86
2599,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_66_shoes_vector_87
2600,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_66_shoes_vector_88
2601,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_67_shoes_vector_85
2602,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_67_shoes_vector_86
2603,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_67_shoes_vector_87
2604,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_67_shoes_vector_88
2605,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_68_shoes_vector_85
2606,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_68_shoes_vector_86
2607,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_68_shoes_vector_87
2608,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,White Crewneck Tee,white_crewneck_tee.png,white,cotton,business,tops_vector_47,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_29_tops_vector_47_bottoms_vector_68_shoes_vector_88
2609,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_65_shoes_vector_85
2610,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_65_shoes_vector_86
2611,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_65_shoes_vector_87
2612,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_65_shoes_vector_88
2613,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_66_shoes_vector_85
2614,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_66_shoes_vector_86
2615,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_66_shoes_vector_87
2616,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_66_shoes_vector_88
2617,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_67_shoes_vector_85
2618,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_67_shoes_vector_86
2619,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_67_shoes_vector_87
2620,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_67_shoes_vector_88
2621,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_68_shoes_vector_85
2622,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_68_shoes_vector_86
2623,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_68_shoes_vector_87
2624,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Windbreaker,black_windbreaker.png,black,polyester,sport,outerwear_vector_29,Green Fisherman Sweater,green_fisherman_sweater.png,green,wool,retro,tops_vector_48,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_29_tops_vector_48_bottoms_vector_68_shoes_vector_88
2625,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_65_shoes_vector_85
2626,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_65_shoes_vector_86
2627,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_65_shoes_vector_87
2628,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_65_shoes_vector_88
2629,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_66_shoes_vector_85
2630,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_66_shoes_vector_86
2631,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_66_shoes_vector_87
2632,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Dark Blue Jeans,dark_blue_jeans.png,blue,denim,casual,bottoms_vector_66,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_66_shoes_vector_88
2633,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_67_shoes_vector_85
2634,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_67_shoes_vector_86
2635,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_67_shoes_vector_87
2636,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Black Trousers,black_trousers.png,black,cotton,streetwear,bottoms_vector_67,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_67_shoes_vector_88
2637,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_68_shoes_vector_85
2638,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_68_shoes_vector_86
2639,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_68_shoes_vector_87
2640,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,White Dress Shirt,white_dress_shirt.png,white,cotton,business,tops_vector_45,Black Striped Jeans,black_striped_jeans.png,black,denim,streetwear,bottoms_vector_68,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_30_tops_vector_45_bottoms_vector_68_shoes_vector_88
2641,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,Black Graphic Tee,black_graphic_tee.png,black,cotton,punk,tops_vector_46,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Khaki Desert Boots,khaki_desert_boots.png,grey,suede,streetwear,shoes_vector_85,general_head_vector_11_outerwear_vector_30_tops_vector_46_bottoms_vector_65_shoes_vector_85
2642,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,Black Graphic Tee,black_graphic_tee.png,black,cotton,punk,tops_vector_46,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Brown Ankle Boots,brown_ankle_boots.png,beige,leather,casual,shoes_vector_86,general_head_vector_11_outerwear_vector_30_tops_vector_46_bottoms_vector_65_shoes_vector_86
2643,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,Black Graphic Tee,black_graphic_tee.png,black,cotton,punk,tops_vector_46,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Black Platform Boots,black_platform_boots.png,black,leather,punk,shoes_vector_87,general_head_vector_11_outerwear_vector_30_tops_vector_46_bottoms_vector_65_shoes_vector_87
2644,0_10,White Lightweight Hat,white_lightweight_hat.png,white,wool,minimalism,head_vector_11,Black Leather Jacket,black_leather_jacket.png,black,leather,punk,outerwear_vector_30,Black Graphic Tee,black_graphic_tee.png,black,cotton,punk,tops_vector_46,Cargo Pants,cargo_pants.png,black,polyester,military,bottoms_vector_65,Beige Cozy Boots,beige_cozy_boots.png,beige,wool,casual,shoes_vector_88,general_head_vector_11_outerwear_vector_30_tops_vector_46_bottoms_vector_65_shoes_vector_88
